rep,max_update,best_org_fitness,best_org_id,update,evaluations,test_estimations,found_solution,pop_training_coverage,max_approx_agg_score,num_unique_selected,entropy_selected_ids,parents_training_coverage,training_coverage_loss
188,200,83,72,200,10050000,0,0,100,83,258,7.73062,100,0
189,200,75,0,200,10050000,0,0,100,75,325,8.17727,100,0
190,200,77,8,200,10050000,0,0,100,77,266,7.82921,100,0
191,200,75,10,200,10050000,0,0,100,75,258,7.7414,100,0
192,200,48,0,200,10050000,0,0,100,48,313,8.12311,100,0
193,200,85,0,200,10050000,0,0,100,85,286,7.90654,100,0
194,200,75,0,200,10050000,0,0,100,75,316,8.13878,100,0
195,200,88,11,200,10050000,0,0,100,88,269,7.78507,100,0
196,200,75,0,200,10050000,0,0,100,75,318,8.16107,100,0
197,200,75,0,200,10050000,0,0,100,75,303,8.05908,100,0
198,200,85,2,200,10050000,0,0,100,85,307,8.0823,100,0
199,200,75,0,200,10050000,0,0,100,75,323,8.1665,100,0
200,200,75,2,200,10050000,0,0,100,75,282,7.92077,100,0
201,200,76,0,200,10050000,0,0,100,76,309,8.11674,100,0
202,200,76,1,200,10050000,0,0,100,76,322,8.18592,100,0
203,200,76,1,200,10050000,0,0,100,76,319,8.14585,100,0
204,200,75,0,200,10050000,0,0,100,75,317,8.13996,100,0
205,200,75,1,200,10050000,0,0,100,75,314,8.12454,100,0
206,200,75,0,200,10050000,0,0,100,75,319,8.1418,100,0
207,200,77,36,200,10050000,0,0,100,77,258,7.69058,100,0
208,200,75,0,200,10050000,0,0,100,75,305,8.08021,100,0
209,200,75,1,200,10050000,0,0,100,75,284,7.95501,100,0
210,200,75,2,200,10050000,0,0,100,75,306,8.08256,100,0
211,200,78,0,200,10050000,0,0,100,78,305,8.09833,100,0
212,200,79,4,200,10050000,0,0,100,79,271,7.82453,100,0
213,200,85,2,200,10050000,0,0,100,85,300,8.06446,100,0
214,200,75,0,200,10050000,0,0,100,75,305,8.10107,100,0
215,200,78,94,200,10050000,0,0,100,78,265,7.80885,100,0
216,200,82,5,200,10050000,0,0,100,82,277,7.89277,100,0
217,200,85,7,200,10050000,0,0,100,85,268,7.61159,100,0
218,200,76,0,200,10050000,0,0,100,76,246,7.51407,100,0
219,200,81,52,200,10050000,0,0,100,81,246,7.58635,100,0
220,200,75,0,200,10050000,0,0,100,75,320,8.1698,100,0
221,200,75,1,200,10050000,0,0,100,75,307,8.08728,100,0
222,200,75,0,200,10050000,0,0,100,75,307,8.0699,100,0
223,200,81,6,200,10050000,0,0,100,81,260,7.75728,100,0
224,200,75,0,200,10050000,0,0,100,75,302,8.04774,100,0
225,200,75,2,200,10050000,0,0,100,75,319,8.14874,100,0
226,200,75,0,200,10050000,0,0,100,75,302,8.06381,100,0
227,200,75,0,200,10050000,0,0,100,75,314,8.12527,100,0
228,200,78,1,200,10050000,0,0,100,78,310,8.10781,100,0
229,200,75,1,200,10050000,0,0,100,75,320,8.17996,100,0
230,200,75,0,200,10050000,0,0,100,75,307,8.08723,100,0
231,200,75,1,200,10050000,0,0,100,75,309,8.10507,100,0
232,200,75,1,200,10050000,0,0,100,75,308,8.10099,100,0
233,200,86,0,200,10050000,0,0,100,86,292,8.00532,100,0
234,200,86,0,200,10050000,0,0,100,86,314,8.13845,100,0
235,200,79,7,200,10050000,0,0,100,79,270,7.8388,100,0
236,200,76,0,200,10050000,0,0,100,76,299,8.0423,100,0
237,200,75,5,200,10050000,0,0,100,75,299,8.0383,100,0
238,200,75,4,200,10050000,0,0,100,75,299,8.03311,100,0
239,200,90,2,200,10050000,0,0,100,90,282,7.94065,100,0
240,200,75,0,200,10050000,0,0,100,75,309,8.1149,100,0
241,200,75,2,200,10050000,0,0,100,75,337,8.24731,100,0
242,200,78,0,200,10050000,0,0,100,78,302,8.0667,100,0
243,200,75,0,200,10050000,0,0,100,75,313,8.13511,100,0
244,200,75,0,200,10050000,0,0,100,75,314,8.12074,100,0
245,200,76,25,200,10050000,0,0,100,76,261,7.76361,100,0
246,200,77,9,200,10050000,0,0,100,77,256,7.71445,100,0
247,200,75,0,200,10050000,0,0,100,75,329,8.21453,100,0
248,200,85,4,200,10050000,0,0,100,85,266,7.86057,100,0
249,200,75,2,200,10050000,0,0,100,75,312,8.13674,100,0
250,200,48,2,200,10050000,0,0,100,48,274,7.3012,100,0
251,200,75,0,200,10050000,0,0,100,75,308,8.07523,100,0
252,200,77,2,200,10050000,0,0,100,77,274,7.83739,100,0
253,200,75,1,200,10050000,0,0,100,75,310,8.10099,100,0
254,200,76,2,200,10050000,0,0,100,76,301,8.06597,100,0
255,200,75,0,200,10050000,0,0,100,75,321,8.17996,100,0
256,200,75,1,200,10050000,0,0,100,75,307,8.10094,100,0
257,200,75,0,200,10050000,0,0,100,75,310,8.10507,100,0
258,200,78,4,200,10050000,0,0,100,78,300,8.07103,100,0
259,200,75,0,200,10050000,0,0,100,75,318,8.15086,100,0
260,200,75,1,200,10050000,0,0,100,75,316,8.14049,100,0
261,200,75,3,200,10050000,0,0,100,75,320,8.15772,100,0
262,200,76,55,200,10050000,0,0,100,76,279,7.8323,100,0
263,200,92,2,200,10050000,0,0,100,92,269,7.69012,100,0
264,200,75,0,200,10050000,0,0,100,75,306,8.06544,100,0
265,200,85,2,200,10050000,0,0,100,85,295,8.05339,100,0
266,200,75,0,200,10050000,0,0,100,75,326,8.18311,100,0
267,200,85,0,200,10050000,0,0,100,85,285,7.9735,100,0
268,200,75,0,200,10050000,0,0,100,75,316,8.13594,100,0
269,200,76,0,200,10050000,0,0,100,76,309,8.10144,100,0
270,200,75,3,200,10050000,0,0,100,75,306,8.06821,100,0
271,200,80,1,200,10050000,0,0,100,80,270,7.85293,100,0
272,200,75,2,200,10050000,0,0,100,75,311,8.11682,100,0
273,200,95,0,200,10050000,0,0,100,95,261,7.83864,100,0
274,200,75,5,200,10050000,0,0,100,75,314,8.15,100,0
275,200,75,0,200,10050000,0,0,100,75,314,8.13176,100,0
276,200,75,1,200,10050000,0,0,100,75,320,8.15951,100,0
277,200,75,1,200,10050000,0,0,100,75,312,8.12046,100,0
278,200,75,0,200,10050000,0,0,100,75,319,8.16258,100,0
279,200,75,2,200,10050000,0,0,100,75,307,8.10421,100,0
280,200,75,4,200,10050000,0,0,100,75,306,8.09196,100,0
